Opportunity Line Name,Opportunity Line ID,Opportunity Line Parent,Line Number,Product Line Name,Product ID,Amount,Total Amount,Quantity,Owner ID,Account,Service Date,Planning Measure
 - Allianz -  Opp E382,Allianz Opp E382 - SP 5.52022,OppE3822022,9440,,Storage,139650,139650,9440,"Cartel, Jake",54483030,6/24/2026,Expansions
 - Allianz -  Opp E383,Allianz Opp E383 - UPG2022,OppE3832022,0,,Services,36846.46687,36846.46687,230,"Cartel, Jake",54483030,12/14/2026,Expansions
 - Allianz -  Opp E383,Allianz Opp E383 - ADD2022,OppE3832022,0,,Services,119672.479,119672.479,748,"Cartel, Jake",54483030,12/14/2026,Expansions
 - Allianz -  Opp E383,Allianz Opp E383 - SOLAR M2022,OppE3832022,2200,,Servers,84672.92712,84672.92712,2200,"Cartel, Jake",54483030,12/14/2026,Expansions
 - Allianz -  Opp E384,Allianz Opp E384 - INST2022,OppE3842022,0,,Cloud,73664.33485,73664.33485,120,"Cartel, Jake",54483030,6/22/2026,Expansions
 - Allianz -  Opp E384,Allianz Opp E384 - SOLAR H2022,OppE3842022,2400,,Servers,129637.7354,129637.7354,2400,"Cartel, Jake",54483030,6/22/2026,Expansions
 - Allianz -  Opp E384,Allianz Opp E384 - HP 3.52022,OppE3842022,10,,Networking,60287.76728,60287.76728,10,"Cartel, Jake",54483030,6/22/2026,Expansions
 - DaimlerChrysler -  Opp E385,DaimlerChrysler Opp E385 - SP 5.62022,OppE3852022,9100,,Storage,110700,110700,9100,"Cartel, Jake",13275945,1/26/2007,Expansions
 - DaimlerChrysler -  Opp E386,DaimlerChrysler Opp E386 - HP Att2022,OppE3862022,9,,Networking,84841.2725,84841.2725,9,"Cartel, Jake",14459908,11/26/2012,New Business
 - DaimlerChrysler -  Opp E386,DaimlerChrysler Opp E386 - ADD2022,OppE3862022,0,,Services,51111.89219,51111.89219,319,"Cartel, Jake",14459908,11/26/2012,New Business
 - DaimlerChrysler -  Opp E386,DaimlerChrysler Opp E386 - SOLAR M2022,OppE3862022,2200,,Servers,17789.73778,17789.73778,2200,"Cartel, Jake",14459908,11/26/2012,New Business
 - DaimlerChrysler -  Opp E387,DaimlerChrysler Opp E387 - ADD2022,OppE3872022,0,,Services,61703.04964,61703.04964,386,"Cartel, Jake",5588,7/16/2026,Expansions
 - DaimlerChrysler -  Opp E387,DaimlerChrysler Opp E387 - HP 4.52022,OppE3872022,11,,Networking,175012.0286,175012.0286,11,"Cartel, Jake",5588,7/16/2026,Expansions
 - DaimlerChrysler -  Opp E388,DaimlerChrysler Opp E388 - SP 5.62022,OppE3882022,9100,,Storage,351250,351250,9100,"Cartel, Jake",5588,12/26/2007,New Business
 - Deutsch Bank Group -  Opp E389,Deutsch Bank Group Opp E389 - HP 4.52022,OppE3892022,11,,Networking,79920,79920,11,"Cartel, Jake",9603020,10/26/2007,New Business
 - Deutsch Bank Group -  Opp E390,Deutsch Bank Group Opp E390 - SOLAR M2022,OppE3902022,2200,,Servers,147400,147400,2200,"Cartel, Jake",9603020,6/21/2026,New Business
 - Deutsch Bank Group -  Opp E391,Deutsch Bank Group Opp E391 - SP 5.52022,OppE3912022,9440,,Storage,194940,194940,9440,"Cartel, Jake",9603020,6/17/2026,Expansions
 - Deutsch Bank Group -  Opp E392,Deutsch Bank Group Opp E392 - HP 2.52022,OppE3922022,10,,Networking,50555.62135,50555.62135,10,"Cartel, Jake",54152962,6/27/2026,Expansions
 - Deutsch Bank Group -  Opp E392,Deutsch Bank Group Opp E392 - MTC2022,OppE3922022,0,,Cloud,203955.6073,203955.6073,140,"Cartel, Jake",15068,6/27/2026,Expansions
 - Deutsch Bank Group -  Opp E392,Deutsch Bank Group Opp E392 - HP Att2022,OppE3922022,9,,Networking,89668.36056,89668.36056,9,"Cartel, Jake",15653817,6/27/2026,Expansions
 - Siemens -  Opp E393,Siemens Opp E393 - INST2022,OppE3932022,0,,Cloud,30736.91328,30736.91328,150,"Cartel, Jake",54482857,6/18/2026,Expansions
 - Siemens -  Opp E393,Siemens Opp E393 - HP 2.52022,OppE3932022,10,,Networking,42067.88568,42067.88568,10,"Cartel, Jake",54482857,6/18/2026,Expansions
 - Siemens -  Opp E393,Siemens Opp E393 - HP 3.52022,OppE3932022,10,,Networking,35616.18045,35616.18045,10,"Cartel, Jake",54482857,6/18/2026,Expansions
 - Siemens -  Opp E394,Siemens Opp E394 - HP 3.52022,OppE3942022,10,,Networking,105551.2375,105551.2375,10,"Cartel, Jake",54482857,6/24/2026,New Business
 - Siemens -  Opp E394,Siemens Opp E394 - SP Att2022,OppE3942022,8200,,Storage,22476.50561,22476.50561,8200,"Cartel, Jake",54482857,6/24/2026,New Business
 - Siemens -  Opp E394,Siemens Opp E394 - HP 2.52022,OppE3942022,10,,Networking,20908.91418,20908.91418,10,"Cartel, Jake",54482857,6/24/2026,New Business
 - Siemens -  Opp E395,Siemens Opp E395 - MTC2022,OppE3952022,0,,Cloud,228874.9462,228874.9462,110,"Cartel, Jake",54482857,6/30/2026,New Business
 - Siemens -  Opp E395,Siemens Opp E395 - HP 3.52022,OppE3952022,10,,Networking,629.6556839,629.6556839,10,"Cartel, Jake",54482857,6/30/2026,New Business
 - Siemens -  Opp E395,Siemens Opp E395 - INST2022,OppE3952022,0,,Cloud,14751.08639,14751.08639,100,"Cartel, Jake",54482857,6/30/2026,New Business
 - Siemens -  Opp E396,Siemens Opp E396 - SP 5.62022,OppE3962022,9100,,Storage,262800,262800,9100,"Cartel, Jake",54482857,5/26/2007,Expansions
 - Munich Re -  Opp E397,Munich Re Opp E397 - MTC2022,OppE3972022,0,,Cloud,49326.33317,49326.33317,104,"Cartel, Jake",54483066,6/17/2026,Expansions
 - Munich Re -  Opp E397,Munich Re Opp E397 - SP Att2022,OppE3972022,8200,,Storage,23302.91027,23302.91027,8200,"Cartel, Jake",54483066,6/17/2026,Expansions
 - Munich Re -  Opp E397,Munich Re Opp E397 - SP 5.62022,OppE3972022,9100,,Storage,29324.65813,29324.65813,9100,"Cartel, Jake",54483066,6/17/2026,Expansions
 - Munich Re -  Opp E398,Munich Re Opp E398 - INST2022,OppE3982022,0,,Cloud,43701.08239,43701.08239,160,"Cartel, Jake",54483066,6/23/2026,Expansions
 - Munich Re -  Opp E398,Munich Re Opp E398 - HP 2.52022,OppE3982022,10,,Networking,12309.55307,12309.55307,10,"Cartel, Jake",54483066,6/23/2026,Expansions
 - Munich Re -  Opp E398,Munich Re Opp E398 - HP 4.52022,OppE3982022,11,,Networking,99032.15713,99032.15713,11,"Cartel, Jake",54483066,6/23/2026,Expansions
 - Munich Re -  Opp E399,Munich Re Opp E399 - ADD2022,OppE3992022,0,,Services,106587.2679,106587.2679,666,"Cartel, Jake",54483066,5/31/2026,Expansions
 - Munich Re -  Opp E399,Munich Re Opp E399 - HP 3.52022,OppE3992022,10,,Networking,113979.7734,113979.7734,10,"Cartel, Jake",54483066,5/31/2026,Expansions
 - Munich Re -  Opp E399,Munich Re Opp E399 - SOLAR H2022,OppE3992022,2400,,Servers,26135.53641,26135.53641,2400,"Cartel, Jake",54483066,5/31/2026,Expansions
 - Munich Re -  Opp E400,Munich Re Opp E400 - HP 2.52022,OppE4002022,10,,Networking,267982.1286,267982.1286,10,"Cartel, Jake",54483066,5/26/2026,Expansions
 - Munich Re -  Opp E400,Munich Re Opp E400 - UPG2022,OppE4002022,0,,Services,3153.867895,3153.867895,20,"Cartel, Jake",54483066,5/26/2026,Expansions
 - Munich Re -  Opp E400,Munich Re Opp E400 - SP 5.62022,OppE4002022,9100,,Storage,23295.73046,23295.73046,9100,"Cartel, Jake",54483066,5/26/2026,Expansions
 - RWE Group -  Opp A026,RWE Group Opp A026 - HP 4.52022,Opp2172022,11,,Networking,93744,93744,11,"Winkler, Bjorn",13275945,7/26/2009,New Business
 - RWE Group -  Opp B036,RWE Group Opp B036 - HP Att2022,Opp3552022,9,,Networking,160460,160460,9,"Winkler, Bjorn",14459908,9/13/2026,Expansions
 - RWE Group -  Opp C044,RWE Group Opp C044 - MTC2022,Opp4932022,0,,Cloud,216920,216920,120,"Winkler, Bjorn",14459908,8/20/2026,Expansions
 - RWE Group -  Opp D051,RWE Group Opp D051 - SP 5.62022,Opp6312022,9100,,Storage,229009.935,229009.935,9100,"Winkler, Bjorn",14459908,2/23/2026,New Business
 - RWE Group -  Opp D051,RWE Group Opp D051 - MTC2022,Opp6312022,0,,Cloud,16196.33088,16196.33088,130,"Winkler, Bjorn",5588,2/23/2026,New Business
 - RWE Group -  Opp D051,RWE Group Opp D051 - HP Att2022,Opp6312022,9,,Networking,72171.0601,72171.0601,9,"Winkler, Bjorn",5588,2/23/2026,New Business
 - RWE Group -  Opp E058,RWE Group Opp E058 - ADD2022,Opp7692022,0,,Services,219968.8635,219968.8635,1375,"Winkler, Bjorn",5588,1/26/2003,Expansions
 - RWE Group -  Opp E058,RWE Group Opp E058 - HP 4.52022,Opp7692022,11,,Networking,128640.0225,128640.0225,11,"Winkler, Bjorn",9603020,1/26/2003,Expansions
 - RWE Group -  Opp E058,RWE Group Opp E058 - HP 3.52022,Opp7692022,10,,Networking,1205.567764,1205.567764,10,"Winkler, Bjorn",9603020,1/26/2003,Expansions
 - BMW Group -  Opp A027,BMW Group Opp A027 - UPG2022,Opp2182022,0,,Services,35835.26735,35835.26735,224,"Winkler, Bjorn",9603020,7/26/2009,New Business
 - BMW Group -  Opp A027,BMW Group Opp A027 - ADD2022,Opp2182022,0,,Services,54644.83185,54644.83185,342,"Winkler, Bjorn",54152962,7/26/2009,New Business
 - BMW Group -  Opp B037,BMW Group Opp B037 - SP 5.52022,Opp3562022,9440,,Storage,166608,166608,9440,"Winkler, Bjorn",56668042,9/13/2026,New Business
 - BMW Group -  Opp C045,BMW Group Opp C045 - SP 5.52022,Opp4942022,9440,,Storage,252928,252928,9440,"Winkler, Bjorn",56673611,3/19/2026,New Business
 - BMW Group -  Opp D052,BMW Group Opp D052 - UPG2022,Opp6322022,0,,Services,321056,321056,2007,"Winkler, Bjorn",44930278,5/26/2009,New Business
 - BMW Group -  Opp E059,BMW Group Opp E059 - MTC2022,Opp7702022,0,,Cloud,394240,394240,150,"Winkler, Bjorn",44930278,11/26/2009,Expansions
 - Volkswagen -  Opp A028,Volkswagen Opp A028 - SP Att2022,Opp2192022,8200,,Storage,89289.26954,89289.26954,8200,"Winkler, Bjorn",54483002,9/17/2026,Expansions
 - Volkswagen -  Opp A028,Volkswagen Opp A028 - ADD2022,Opp2192022,0,,Services,6205.185548,6205.185548,39,"Winkler, Bjorn",54483002,9/17/2026,Expansions
 - Volkswagen -  Opp B038,Volkswagen Opp B038 - INST2022,Opp3572022,0,,Cloud,78589.78429,78589.78429,120,"Winkler, Bjorn",54483002,3/23/2026,Expansions
 - Volkswagen -  Opp B038,Volkswagen Opp B038 - ADD2022,Opp3572022,0,,Services,37313.87593,37313.87593,233,"Winkler, Bjorn",54483002,3/23/2026,Expansions
 - Volkswagen -  Opp B038,Volkswagen Opp B038 - SP 5.62022,Opp3572022,9100,,Storage,44066.59405,44066.59405,9100,"Winkler, Bjorn",54483002,3/23/2026,Expansions
 - Volkswagen -  Opp C046,Volkswagen Opp C046 - SOLAR M2022,Opp4952022,2200,,Servers,237600,237600,2200,"Winkler, Bjorn",54483002,3/29/2026,Expansions
 - Volkswagen -  Opp D053,Volkswagen Opp D053 - INST2022,Opp6332022,0,,Cloud,119509.5626,119509.5626,140,"Winkler, Bjorn",54483002,3/27/2026,Expansions
 - Volkswagen -  Opp D053,Volkswagen Opp D053 - SP 5.52022,Opp6332022,9440,,Storage,48091.71898,48091.71898,9440,"Winkler, Bjorn",54483002,3/27/2026,Expansions
 - Volkswagen -  Opp D053,Volkswagen Opp D053 - HP 2.52022,Opp6332022,10,,Networking,140278.7435,140278.7435,10,"Winkler, Bjorn",54483002,3/27/2026,Expansions
 - Volkswagen -  Opp E060,Volkswagen Opp E060 - HP 3.52022,Opp7712022,10,,Networking,385500,385500,10,"Winkler, Bjorn",54483002,9/13/2026,New Business
 - BASF -  Opp A029,BASF Opp A029 - INST2022,Opp2202022,0,,Cloud,117920,117920,150,"Winkler, Bjorn",54482873,3/29/2026,New Business
 - BASF -  Opp B039,BASF Opp B039 - HP 2.52022,Opp3582022,10,,Networking,193320,193320,10,"Winkler, Bjorn",54482873,3/26/2026,Expansions
 - BASF -  Opp C047,BASF Opp C047 - SOLAR M2022,Opp4962022,2200,,Servers,246016,246016,2200,"Winkler, Bjorn",54482873,4/16/2026,Expansions
 - BASF -  Opp D054,BASF Opp D054 - UPG2022,Opp6342022,0,,Services,22464.20699,22464.20699,140,"Winkler, Bjorn",54482873,8/26/2010,Expansions
 - BASF -  Opp D054,BASF Opp D054 - HP 3.52022,Opp6342022,10,,Networking,188286.2065,188286.2065,10,"Winkler, Bjorn",54482873,8/26/2010,Expansions
 - BASF -  Opp E061,BASF Opp E061 - SP Att2022,Opp7722022,8200,,Storage,364384,364384,8200,"Winkler, Bjorn",54482873,4/17/2026,New Business
 - SAP -  Opp A030,SAP Opp A030 - ADD2022,Opp2212022,0,,Services,46875.70061,46875.70061,293,"Winkler, Bjorn",54482845,3/31/2026,Expansions
 - SAP -  Opp A030,SAP Opp A030 - UPG2022,Opp2212022,0,,Services,34549.34349,34549.34349,216,"Winkler, Bjorn",54482845,3/31/2026,Expansions
 - SAP -  Opp A030,SAP Opp A030 - HP 4.52022,Opp2212022,11,,Networking,14020.34444,14020.34444,11,"Winkler, Bjorn",54482845,3/31/2026,Expansions
 - SAP -  Opp B040,SAP Opp B040 - MTC2022,Opp3592022,0,,Cloud,172320,172320,110,"Winkler, Bjorn",54482845,9/15/2026,Expansions
 - SAP -  Opp C048,SAP Opp C048 - SP 5.62022,Opp4972022,9100,,Storage,31583.2873,31583.2873,9100,"Winkler, Bjorn",54482845,3/25/2026,New Business
 - SAP -  Opp C048,SAP Opp C048 - SOLAR M2022,Opp4972022,2200,,Servers,173044.8165,173044.8165,2200,"Winkler, Bjorn",54482845,3/25/2026,New Business
 - SAP -  Opp C048,SAP Opp C048 - UPG2022,Opp4972022,0,,Services,5511.888843,5511.888843,34,"Winkler, Bjorn",54482845,3/25/2026,New Business
 - SAP -  Opp D055,SAP Opp D055 - HP 4.52022,Opp6352022,11,,Networking,109604.3364,109604.3364,11,"Winkler, Bjorn",54482845,4/21/2026,New Business
 - SAP -  Opp D055,SAP Opp D055 - ADD2022,Opp6352022,0,,Services,168208.4148,168208.4148,1051,"Winkler, Bjorn",54482845,4/21/2026,New Business
 - SAP -  Opp D055,SAP Opp D055 - HP 3.52022,Opp6352022,10,,Networking,32553.01303,32553.01303,10,"Winkler, Bjorn",54482845,4/21/2026,New Business
 - SAP -  Opp E062,SAP Opp E062 - SP Att2022,Opp7732022,8200,,Storage,254717.4732,254717.4732,8200,"Winkler, Bjorn",54482845,3/25/2026,New Business
 - SAP -  Opp E062,SAP Opp E062 - SP 5.62022,Opp7732022,9100,,Storage,51611.52034,51611.52034,9100,"Winkler, Bjorn",54482845,3/25/2026,New Business
 - SAP -  Opp E062,SAP Opp E062 - SOLAR H2022,Opp7732022,2400,,Servers,60112.45451,60112.45451,2400,"Winkler, Bjorn",54482845,3/25/2026,New Business
 - Bayer Group -  Opp A031,Bayer Group Opp A031 - SP Att2022,Opp2222022,8200,,Storage,71908.94171,71908.94171,8200,"Winkler, Bjorn",13275945,9/17/2026,New Business
 - Bayer Group -  Opp A031,Bayer Group Opp A031 - SOLAR M2022,Opp2222022,2200,,Servers,22219.05828,22219.05828,2200,"Winkler, Bjorn",14459908,9/17/2026,New Business
 - Bayer Group -  Opp B041,Bayer Group Opp B041 - ADD2022,Opp3602022,0,,Services,192960,192960,1206,"Winkler, Bjorn",14459908,3/23/2026,New Business
 - Bayer Group -  Opp C049,Bayer Group Opp C049 - SP Att2022,Opp4982022,8200,,Storage,268920,268920,8200,"Winkler, Bjorn",14459908,8/26/2026,Expansions
 - Bayer Group -  Opp D056,Bayer Group Opp D056 - ADD2022,Opp6362022,0,,Services,108535.3569,108535.3569,678,"Winkler, Bjorn",5588,1/26/2003,Expansions
 - Bayer Group -  Opp D056,Bayer Group Opp D056 - INST2022,Opp6362022,0,,Cloud,205940.9417,205940.9417,120,"Winkler, Bjorn",5588,1/26/2003,Expansions
 - Bayer Group -  Opp D056,Bayer Group Opp D056 - HP 2.52022,Opp6362022,10,,Networking,11179.02598,11179.02598,10,"Winkler, Bjorn",5588,1/26/2003,Expansions
 - Bayer Group -  Opp E063,Bayer Group Opp E063 - SOLAR M2022,Opp7742022,2200,,Servers,113752.5576,113752.5576,2200,"Winkler, Bjorn",9603020,2/23/2026,New Business
 - Bayer Group -  Opp E063,Bayer Group Opp E063 - HP Att2022,Opp7742022,9,,Networking,280887.5396,280887.5396,9,"Winkler, Bjorn",9603020,2/23/2026,New Business
 - BMW Group -  Opp D1497,BMW Group Opp D1497 - SP 5.62022,OppD14972022,9100,,Storage,373953.4363,373953.4363,9100,"Winkler, Bjorn",9603020,9/26/2012,Expansions
 - BMW Group -  Opp D1497,BMW Group Opp D1497 - SP 5.52022,OppD14972022,9440,,Storage,39390.52362,39390.52362,9440,"Winkler, Bjorn",54152962,9/26/2012,Expansions
 - BMW Group -  Opp D1497,BMW Group Opp D1497 - HP 2.52022,OppD14972022,10,,Networking,54139.84787,54139.84787,10,"Winkler, Bjorn",15068,9/26/2012,Expansions
 - Volkswagen -  Opp D1498,Volkswagen Opp D1498 - MTC2022,OppD14982022,0,,Cloud,349770,349770,140,"Winkler, Bjorn",54483002,11/26/2012,New Business
 - BASF -  Opp D1499,BASF Opp D1499 - ADD2022,OppD14992022,0,,Services,434070,434070,2713,"Winkler, Bjorn",54482873,1/15/2026,New Business
 - SAP -  Opp D1500,SAP Opp D1500 - HP 2.52022,OppD15002022,10,,Networking,26148.74274,26148.74274,10,"Winkler, Bjorn",54482845,6/25/2026,New Business
 - SAP -  Opp D1500,SAP Opp D1500 - HP 4.52022,OppD15002022,11,,Networking,231019.169,231019.169,11,"Winkler, Bjorn",54482845,6/25/2026,New Business
 - SAP -  Opp D1500,SAP Opp D1500 - HP 3.52022,OppD15002022,10,,Networking,52951.94542,52951.94542,10,"Winkler, Bjorn",54482845,6/25/2026,New Business
 - Bayer Group -  Opp D1501,Bayer Group Opp D1501 - SOLAR M2022,OppD15012022,2200,,Servers,340360,340360,2200,"Winkler, Bjorn",13275945,11/24/2026,New Business
 - RWE Group -  Opp E401,RWE Group Opp E401 - ADD2022,OppE4012022,0,,Services,12080.15655,12080.15655,76,"Winkler, Bjorn",14459908,5/26/2012,New Business
 - RWE Group -  Opp E401,RWE Group Opp E401 - INST2022,OppE4012022,0,,Cloud,59886.27709,59886.27709,150,"Winkler, Bjorn",14459908,5/26/2012,New Business
 - RWE Group -  Opp E401,RWE Group Opp E401 - HP Att2022,OppE4012022,9,,Networking,10104.95969,10104.95969,9,"Winkler, Bjorn",14459908,5/26/2012,New Business
 - RWE Group -  Opp E402,RWE Group Opp E402 - SP 5.52022,OppE4022022,9440,,Storage,175160,175160,9440,"Winkler, Bjorn",5588,11/26/2012,Expansions
 - RWE Group -  Opp E403,RWE Group Opp E403 - HP 4.52022,OppE4032022,11,,Networking,61989.6988,61989.6988,11,"Winkler, Bjorn",5588,5/20/2026,Expansions
 - RWE Group -  Opp E403,RWE Group Opp E403 - HP 3.52022,OppE4032022,10,,Networking,30767.74478,30767.74478,10,"Winkler, Bjorn",5588,5/20/2026,Expansions
 - RWE Group -  Opp E403,RWE Group Opp E403 - SP Att2022,OppE4032022,8200,,Storage,171577.0628,171577.0628,8200,"Winkler, Bjorn",9603020,5/20/2026,Expansions
 - RWE Group -  Opp E404,RWE Group Opp E404 - HP 3.52022,OppE4042022,10,,Networking,56051.99959,56051.99959,10,"Winkler, Bjorn",9603020,5/26/2026,New Business
 - RWE Group -  Opp E404,RWE Group Opp E404 - MTC2022,OppE4042022,0,,Cloud,172708.452,172708.452,110,"Winkler, Bjorn",9603020,5/26/2026,New Business
 - RWE Group -  Opp E404,RWE Group Opp E404 - SOLAR H2022,OppE4042022,2400,,Servers,80231.92437,80231.92437,2400,"Winkler, Bjorn",54152962,5/26/2026,New Business
 - RWE Group -  Opp E405,RWE Group Opp E405 - SP 5.52022,OppE4052022,9440,,Storage,392521.9296,392521.9296,9440,"Winkler, Bjorn",56668042,5/31/2026,Expansions
 - RWE Group -  Opp E405,RWE Group Opp E405 - SOLAR M2022,OppE4052022,2200,,Servers,2900.058241,2900.058241,2200,"Winkler, Bjorn",56673611,5/31/2026,Expansions
 - RWE Group -  Opp E405,RWE Group Opp E405 - HP 3.52022,OppE4052022,10,,Networking,31281.85098,31281.85098,10,"Winkler, Bjorn",44930278,5/31/2026,Expansions
 - BMW Group -  Opp E406,BMW Group Opp E406 - SP 5.52022,OppE4062022,9440,,Storage,34848.90914,34848.90914,9440,"Winkler, Bjorn",44930278,5/26/2012,New Business
 - BMW Group -  Opp E406,BMW Group Opp E406 - ADD2022,OppE4062022,0,,Services,87955.45907,87955.45907,550,"Winkler, Bjorn",44930278,5/26/2012,New Business
 - BMW Group -  Opp E407,BMW Group Opp E407 - HP Att2022,OppE4072022,9,,Networking,178200,178200,9,"Winkler, Bjorn",7598099,11/26/2012,New Business
 - BMW Group -  Opp E408,BMW Group Opp E408 - ADD2022,OppE4082022,0,,Services,206800,206800,1293,"Winkler, Bjorn",7598099,6/19/2026,New Business
 - BMW Group -  Opp E409,BMW Group Opp E409 - HP 3.52022,OppE4092022,10,,Networking,155785.3296,155785.3296,10,"Winkler, Bjorn",7598099,3/26/2012,New Business
 - BMW Group -  Opp E409,BMW Group Opp E409 - ADD2022,OppE4092022,0,,Services,61753.44596,61753.44596,386,"Winkler, Bjorn",47673352,3/26/2012,New Business
 - BMW Group -  Opp E409,BMW Group Opp E409 - INST2022,OppE4092022,0,,Cloud,106305.1133,106305.1133,100,"Winkler, Bjorn",56668042,3/26/2012,New Business
 - Volkswagen -  Opp E410,Volkswagen Opp E410 - HP 3.52022,OppE4102022,10,,Networking,59629.92857,59629.92857,10,"Winkler, Bjorn",54483002,6/17/2026,Expansions
 - Volkswagen -  Opp E410,Volkswagen Opp E410 - SOLAR H2022,OppE4102022,2400,,Servers,39355.01909,39355.01909,2400,"Winkler, Bjorn",54483002,6/17/2026,Expansions
 - Volkswagen -  Opp E411,Volkswagen Opp E411 - HP 3.52022,OppE4112022,10,,Networking,145080,145080,10,"Winkler, Bjorn",54483002,6/23/2026,Expansions
 - Volkswagen -  Opp E412,Volkswagen Opp E412 - HP 3.52022,OppE4122022,10,,Networking,210465.9946,210465.9946,10,"Winkler, Bjorn",54483002,6/29/2026,Expansions
 - Volkswagen -  Opp E412,Volkswagen Opp E412 - SP Att2022,OppE4122022,8200,,Storage,2619.017488,2619.017488,8200,"Winkler, Bjorn",54483002,6/29/2026,Expansions
 - Volkswagen -  Opp E412,Volkswagen Opp E412 - HP 2.52022,OppE4122022,10,,Networking,36147.25296,36147.25296,10,"Winkler, Bjorn",54483002,6/29/2026,Expansions
 - Volkswagen -  Opp E413,Volkswagen Opp E413 - HP 4.52022,OppE4132022,11,,Networking,134244.4822,134244.4822,11,"Winkler, Bjorn",54483002,6/27/2026,Expansions
 - Volkswagen -  Opp E413,Volkswagen Opp E413 - HP 3.52022,OppE4132022,10,,Networking,3548.099967,3548.099967,10,"Winkler, Bjorn",54483002,6/27/2026,Expansions
 - Volkswagen -  Opp E413,Volkswagen Opp E413 - MTC2022,OppE4132022,0,,Cloud,181131.646,181131.646,104,"Winkler, Bjorn",54483002,6/27/2026,Expansions
 - BASF -  Opp E414,BASF Opp E414 - HP 2.52022,OppE4142022,10,,Networking,91560,91560,10,"Winkler, Bjorn",54482873,6/29/2026,New Business
 - BASF -  Opp E415,BASF Opp E415 - HP 4.52022,OppE4152022,11,,Networking,22694.06421,22694.06421,11,"Winkler, Bjorn",54482873,6/26/2026,Expansions
 - BASF -  Opp E415,BASF Opp E415 - INST2022,OppE4152022,0,,Cloud,124184.0575,124184.0575,160,"Winkler, Bjorn",54482873,6/26/2026,Expansions
 - BASF -  Opp E415,BASF Opp E415 - SP Att2022,OppE4152022,8200,,Storage,30879.40554,30879.40554,8200,"Winkler, Bjorn",54482873,6/26/2026,Expansions
 - BASF -  Opp E416,BASF Opp E416 - SOLAR M2022,OppE4162022,2200,,Servers,226630,226630,2200,"Winkler, Bjorn",54482873,7/16/2026,Expansions
 - BASF -  Opp E417,BASF Opp E417 - SP 5.52022,OppE4172022,9440,,Storage,267510,267510,9440,"Winkler, Bjorn",54482873,10/26/2007,Expansions
 - SAP -  Opp E418,SAP Opp E418 - SOLAR M2022,OppE4182022,2200,,Servers,116560,116560,2200,"Winkler, Bjorn",54482845,1/26/2007,Expansions
 - SAP -  Opp E419,SAP Opp E419 - UPG2022,OppE4192022,0,,Services,145520,145520,910,"Winkler, Bjorn",54482845,12/13/2026,Expansions
 - SAP -  Opp E420,SAP Opp E420 - MTC2022,OppE4202022,0,,Cloud,223660,223660,120,"Winkler, Bjorn",54482845,6/25/2026,New Business
 - SAP -  Opp E421,SAP Opp E421 - HP 2.52022,OppE4212022,10,,Networking,336250,336250,10,"Winkler, Bjorn",54482845,7/21/2026,New Business
 - Bayer Group -  Opp E422,Bayer Group Opp E422 - SP 5.52022,OppE4222022,9440,,Storage,45234.23932,45234.23932,9440,"Winkler, Bjorn",13275945,6/17/2026,New Business
 - Bayer Group -  Opp E422,Bayer Group Opp E422 - HP 4.52022,OppE4222022,11,,Networking,60196.24074,60196.24074,11,"Winkler, Bjorn",14459908,6/17/2026,New Business
 - Bayer Group -  Opp E423,Bayer Group Opp E423 - HP 4.52022,OppE4232022,11,,Networking,136250,136250,11,"Winkler, Bjorn",14459908,6/23/2026,New Business
 - Bayer Group -  Opp E424,Bayer Group Opp E424 - SP Att2022,OppE4242022,8200,,Storage,273356.8084,273356.8084,8200,"Winkler, Bjorn",14459908,5/26/2026,Expansions
 - Bayer Group -  Opp E424,Bayer Group Opp E424 - SOLAR M2022,OppE4242022,2200,,Servers,16778.35223,16778.35223,2200,"Winkler, Bjorn",5588,5/26/2026,Expansions
 - Bayer Group -  Opp E424,Bayer Group Opp E424 - HP Att2022,OppE4242022,9,,Networking,2073.475992,2073.475992,9,"Winkler, Bjorn",5588,5/26/2026,Expansions
 - Bayer Group -  Opp E425,Bayer Group Opp E425 - HP Att2022,OppE4252022,9,,Networking,297660,297660,9,"Winkler, Bjorn",5588,5/31/2026,Expansions
 - Eurohypo -  Opp A032,Eurohypo Opp A032 - SP 5.62022,Opp2232022,9100,,Storage,72653.69161,72653.69161,9100,"Yu, Xing",9603020,1/26/2009,New Business
 - Eurohypo -  Opp A032,Eurohypo Opp A032 - INST2022,Opp2232022,0,,Cloud,1152.727983,1152.727983,130,"Yu, Xing",9603020,1/26/2009,New Business
 - Eurohypo -  Opp A032,Eurohypo Opp A032 - SP 5.52022,Opp2232022,9440,,Storage,24231.90078,24231.90078,9440,"Yu, Xing",9603020,1/26/2009,New Business
 - Eurohypo -  Opp B042,Eurohypo Opp B042 - HP 2.52022,Opp3612022,10,,Networking,192052,192052,10,"Yu, Xing",54152962,7/26/2009,New Business
 - Eurohypo -  Opp C050,Eurohypo Opp C050 - ADD2022,Opp4992022,0,,Services,219560,219560,1372,"Yu, Xing",15068,9/13/2026,New Business
 - Eurohypo -  Opp D057,Eurohypo Opp D057 - ADD2022,Opp6372022,0,,Services,318500,318500,1991,"Yu, Xing",15653817,2/17/2026,New Business
 - Eurohypo -  Opp E064,Eurohypo Opp E064 - HP Att2022,Opp7752022,9,,Networking,390600,390600,9,"Yu, Xing",4962,2/23/2026,New Business
